Tmax	Tmin	Tav	VPD	Rain	Solar rad	Rain Days	Frost Days	Ca	D13Catm
2.3	-2.28	-0.63	1.21	283	0.66	21	15.2	315.25	-7.40 
-0.1	-2.83	-2.04	0.11	245.2	0.04	19	16.1	315.64	-7.49 
-1.87	-5.48	-4.06	0.3	293.4	0.26	15	20.2	315.7	-7.51 
-1.35	-5.44	-3.72	0.53	83.7	1.16	9	20.2	315.84	-7.55 
3.17	-1.82	0.6	1.54	94.3	4.14	21	14.5	315.69	-7.60 
8.54	1.2	4.94	4.05	81.6	11.5	15	9.7	315.48	-7.64 
10.47	3.12	6.69	4.71	103.1	15.6	12	6.7	315.56	-7.66 
16.43	9.06	12.32	7.2	74.7	17.58	14	0	315.9	-7.53 
22.28	10.36	16.02	15.59	4.7	25.56	10	0	315.66	-7.25 
18.74	9.78	13.8	9.97	29.1	17.33	7	0	315.86	-7.04 
12.9	7.84	9.82	3.82	189.6	7.02	8	0	316.48	-7.09 
8.13	2.44	4.89	2.97	131.9	3.6	11	7.8	316.27	-7.26 
0.87	-6.84	-3.22	2.15	225.7	1.6	19	22.4	316.72	-7.41 
-1.19	-5.25	-3.61	0.53	67.8	0.06	22	19.9	316.56	-7.50 
-4.68	-11.48	-7.89	0.9	90.8	0.56	23	29.6	316.51	-7.52 
-1.02	-6.66	-3.78	1.11	130.7	2.33	16	22.1	316.43	-7.56 
4.23	-4.01	0.23	3.18	150	6.68	15	17.9	316.56	-7.61 
7.91	0.88	4.31	3.67	132.1	10.58	22	10.2	316.78	-7.65 
11.09	4.45	7.65	4.45	149.5	14.1	18	4.6	317.29	-7.67 
17.17	7.73	12.14	9.42	59.4	23.58	2	0	317.33	-7.54 
24.76	12.2	18.17	18.77	0	27.33	1	0	317.29	-7.26 
18.19	10.44	13.71	8.47	82.6	14.25	4	0	316.97	-7.05 
18.09	5.69	11.87	12.4	29.7	13.72	9	2.7	316.8	-7.10 
11.7	1.94	6.53	6.69	105.9	6.47	12	8.6	316.84	-7.27 
3.33	-2.14	-0.04	1.79	248.9	1.22	19	15	316.92	-7.42 
-2.61	-6.13	-4.81	0.2	92.7	0.07	26	21.3	317.16	-7.51 
-1.03	-5.17	-3.38	0.58	110	0.45	20	19.7	317	-7.53 
1.45	-0.67	-0.09	0	315.1	0.59	15	12.7	317.29	-7.57 
3.88	-1.48	1.2	1.84	147.9	4.85	21	14	317.5	-7.62 
7.08	1.15	3.82	2.83	98.8	9.13	15	9.8	317.23	-7.66 
12.06	5.2	8.57	4.95	139.5	16.26	12	3.5	317.76	-7.68 
20.51	10.04	14.97	12.67	61.7	25.81	15	0	317.43	-7.55 
23.3	11.37	16.83	16.58	6.8	25.77	13	0	317.73	-7.27 
25.47	12.03	18.35	20.52	32.7	20.83	4	0	317.8	-7.06 
14.16	3.6	8.49	8.47	35.6	12.95	13	6	317.47	-7.11 
8.23	0.4	4.16	4.21	101.1	5.1	13	11	318.4	-7.28 
0.45	-6.3	-3.01	1.74	126.2	1.45	12	21.5	318.08	-7.43 
-3.21	-7.58	-5.87	0.41	168.2	0.06	15	23.5	317.99	-7.52 
-3.85	-11.64	-7.82	1.26	117	0.8	22	29.9	318.07	-7.54 
0.24	-5.66	-3	1.4	77.8	2.61	15	20.5	318.06	-7.58 
1.47	-4.68	-1.47	1.72	188.1	5.17	17	19	318.63	-7.63 
10.62	0.7	6.05	6.28	67.5	14.43	15	10.5	318.39	-7.67 
9.84	4.21	6.93	3.38	163.5	13.71	18	5	318.25	-7.69 
16.7	6.54	11.52	9.71	24.6	24.65	13	1.4	318.25	-7.56 
20.41	8.54	14.12	13.87	18.9	26.28	8	0	318.66	-7.28 
19.23	9.61	13.89	10.92	53.6	17	0	0	318.52	-7.07 
17.29	5.02	11.05	11.7	82.6	13.09	7	3.7	318.97	-7.12 
9.42	2.83	5.3	3.88	135.5	4.6	9	7.2	318.39	-7.29 
2.7	-0.2	0.39	0.46	157.1	0.54	21	11.9	318.57	-7.44 
-0.54	-2.6	-2.14	0	140.1	0.02	17	15.7	318.64	-7.53 
-5.51	-14.34	-9.79	1.2	65.8	1.11	25	34.1	318.92	-7.56 
3.1	-3.26	-0.32	2.13	183.8	2.34	20	16.7	318.64	-7.59 
4.59	-1.67	1.62	2.42	127.6	5.93	21	14.2	318.75	-7.64 
7.33	0.77	4.26	3.25	140.5	10.28	14	10.4	319.03	-7.68 
13.54	4.07	8.84	7.42	45.3	20.11	15	5.2	319.42	-7.70 
15.85	9.63	12.15	5.88	104.3	16.44	14	0	319.15	-7.57 
19.41	9.04	13.97	11.74	32.6	23.74	5	0	318.74	-7.29 
21.75	9.98	15.7	14.96	19.4	20	6	0	318.87	-7.09 
19.88	9.08	14.13	12.48	55.2	11.96	3	0	319.01	-7.13 
11.98	3.66	7.31	5.92	65.7	5.25	8	5.9	319.06	-7.30 
2.85	-0.78	0.42	0.84	172.3	0.6	16	12.8	319.06	-7.45 
-2.82	-7.61	-5.5	0.59	129.6	0.13	17	23.6	319.26	-7.54 
-2.31	-6.24	-4.6	0.36	232.5	0.28	21	21.4	319.68	-7.57 
-0.86	-7.33	-3.89	1.41	45.8	3.04	16	23.1	319.62	-7.60 
1.34	-4.73	-1.47	1.66	152.1	5.43	18	19.1	319.56	-7.65 
6.2	-0.8	2.66	3.17	102.8	10.46	15	12.9	319.51	-7.70 
11.15	3.63	7.48	5.06	38.6	16.86	14	5.9	319.45	-7.71 
14.74	8.96	11.49	5.05	154.2	13.49	11	0	319.68	-7.58 
20.28	10.98	15.26	11.33	71.5	20.96	2	0	319.57	-7.30 
17.79	8.82	12.79	9.39	116.5	16.62	0	0	319.84	-7.10 
13.86	4.63	9.05	7.41	71.6	11.83	9	4.4	319.51	-7.14 
11.04	1.67	5.96	6.16	76.7	5.74	8	9	319.84	-7.31 
0.86	-2.6	-1.37	0.52	194.5	0.74	12	15.7	319.68	-7.46 
-2.92	-9.04	-6.58	0.98	343.2	0.04	14	25.8	319.61	-7.55 
-2.06	-4.94	-4.23	0.01	226	0.23	15	19.4	319.49	-7.58 
0.26	-5.17	-2.42	1.24	119.6	2.2	15	19.7	319.92	-7.62 
2.65	-7.74	-1.93	3.48	31.9	9.03	15	23.8	319.73	-7.66 
8.84	1.22	5.37	4.31	168.5	11.04	20	9.7	319.71	-7.71 
11.78	2.85	7.26	6.23	70.6	19.63	11	7.1	319.42	-7.72 
16.14	7.15	11.21	8.45	121.1	23	13	0.4	319.63	-7.59 
21.05	11.3	15.83	12.35	20.4	21.68	6	0	320.5	-7.31 
20.05	11.67	15.36	10.22	165.6	15.17	5	0	319.97	-7.11 
12.58	3.65	7.69	6.58	64.1	11.39	5	5.9	320.61	-7.16 
12.56	2.53	7.58	7.27	23.3	6.06	13	7.7	320.44	-7.32 
3.32	-0.13	0.76	0.81	115.2	0.69	18	11.8	320.81	-7.48 
-1.23	-5.06	-3.45	0.45	74	0.02	20	19.6	320.29	-7.56 
-2.06	-5.88	-4.43	0.35	232.7	0.51	19	20.9	320.63	-7.59 
-0.74	-5.9	-3.31	0.98	76.1	2.37	15	20.9	321.06	-7.63 
3.84	-4.02	0.45	2.92	164.4	7.21	22	17.9	321.22	-7.67 
8.63	-0.49	4.36	5.02	28.7	14.63	12	12.4	321.44	-7.72 
15.47	4.22	10.02	9.72	29.8	22.49	16	5	321.24	-7.73 
15.06	7.16	10.68	7.01	92.9	22.04	11	0.4	321.49	-7.60 
20.38	9.81	14.86	12.65	30	25.11	3	0	321.5	-7.33 
21.44	9.12	15.2	15.19	39.9	20.51	5	0	321.54	-7.12 
19.64	8.52	13.83	12.59	11.3	13.21	8	0	321.47	-7.17 
9.63	0.78	5.26	5.27	59.5	6.06	5	10.4	321.25	-7.34 
2.68	-1.82	-0.15	1.23	230.8	0.88	17	14.5	321.78	-7.49 
-0.74	-2.85	-2.44	0	197.6	0.03	16	16.1	321.98	-7.58 
-0.5	-3.76	-2.58	0.29	270.2	0.29	18	17.5	322.06	-7.60 
1.76	-3.78	-0.78	1.53	81.6	2.41	15	17.6	321.9	-7.64 
2.19	-3.54	-0.63	1.68	107.9	4.76	21	17.2	321.79	-7.69 
5.5	-1.97	2.18	3.2	92.4	11.12	17	14.7	321.98	-7.73 
11.6	3.29	7.61	5.75	85.4	18.1	15	6.4	322.32	-7.74 
17.44	9.08	13.13	8.63	57.7	20.88	6	0	321.91	-7.62 
22.78	9.92	16.24	17	2.1	27.63	1	0	321.65	-7.34 
25.36	10.13	18.1	22.24	0	22.7	3	0	322.08	-7.13 
20.73	8.07	14.87	14.85	38.5	14.23	4	0	322.13	-7.18 
9.04	2.35	5.4	3.82	157.5	3.85	8	7.9	322.43	-7.35 
2.95	-3.24	-0.73	2.03	96.3	1.3	20	16.7	322.73	-7.50 
-3.06	-7.18	-5.65	0.35	132.8	0.06	18	22.9	322.9	-7.59 
-2.26	-8.75	-5.57	1.18	97.1	0.6	20	25.4	322.56	-7.62 
2.95	-3.76	-0.28	2.24	230.1	2.3	17	17.5	322.53	-7.65 
6.04	-1.31	3.02	3.3	71.2	6.49	8	13.7	322.63	-7.70 
7.19	-1.58	3.18	4.33	42.8	13.47	12	14.1	322.69	-7.74 
12.62	2.56	7.77	7.32	70.8	20.1	16	7.6	322.89	-7.76 
16.55	8.11	12.05	8.21	84.5	20.75	10	0	323.2	-7.63 
22.77	9.43	16.13	17.43	15	27.72	4	0	323.21	-7.35 
18.46	8.96	13.65	10.29	86.7	16.6	6	0	323.21	-7.15 
15.22	6.9	10.88	7.42	157	10.97	11	0.8	323.24	-7.20 
7.95	0.34	4.08	4.01	147.5	4.51	13	11.1	323.39	-7.36 
1.12	-2.82	-0.91	0.76	160.4	0.6	12	16.1	323.27	-7.51 
-3.94	-10.63	-7.08	0.98	234.9	0.06	16	28.3	323.71	-7.60 
-6.24	-14.36	-10.3	0.95	354	1.04	15	34.2	324.01	-7.63 
-2	-9.44	-5.13	1.49	39.4	3.28	8	26.4	323.84	-7.67 
2.83	-6.66	-0.89	3.24	73.4	9.33	15	22.1	324.46	-7.71 
9.01	-0.01	5.06	5.12	125.6	13.99	11	11.6	324.31	-7.75 
14.46	3.79	9.97	8.72	48.3	22.37	13	5.7	324.59	-7.77 
17.85	8.57	13.15	9.71	51.2	23.32	11	0	324.63	-7.64 
20.96	7.68	14.51	15.6	6.2	27.06	3	0	325.06	-7.36 
20.88	6.72	14.72	16.23	0	22.29	3	1.1	324.83	-7.16 
15.98	7.47	11.27	7.97	76.7	10.94	2	0	325.25	-7.21 
7.02	-0.34	3.26	3.59	80.2	5.27	13	12.2	324.86	-7.38 
3.18	-3.37	-0.5	2.23	40.5	1.18	15	16.9	324.77	-7.53 
-2.62	-5.29	-4.24	0	166.2	0.04	16	19.9	324.88	-7.61 
-2.93	-7.63	-5.65	0.55	342.5	0.31	26	23.6	325.04	-7.64 
2.34	-2.53	-0.43	1.34	121.4	2.54	11	15.6	325.41	-7.68 
2.04	-4.17	-0.66	1.85	127.9	5.91	15	18.2	325.71	-7.72 
4.1	-0.85	1.57	1.68	133.1	8.9	12	13	325.85	-7.77 
13.49	4.29	8.85	7.21	69.7	17.56	6	4.9	325.28	-7.78 
18.59	10.68	13.95	8.85	122.1	18.87	6	0	325.52	-7.65 
22.54	12.84	17.01	13.47	65.9	22.78	1	0	325.51	-7.38 
23.28	9.97	16.47	17.95	17.9	21.89	5	0	325.77	-7.17 
13.41	4.03	8.22	7.29	56.1	10.45	6	5.3	325.91	-7.22 
8.18	0.38	4.02	4.18	96	4.25	5	11	326.17	-7.39 
2.33	-2.58	-0.92	1.36	143.1	0.82	23	15.7	325.94	-7.54 
-2.94	-6.66	-5.7	0.23	133.3	0.04	17	22.1	326.06	-7.63 
-1.49	-6.33	-4.83	0.78	240.9	0.29	19.1	21.6	326.28	-7.66 
0.34	-5.07	-2.57	1.24	106.1	1.94	14	19.6	326.07	-7.69 
0.87	-4.06	-1.6	1.14	159.4	3.9	16.2	18	325.96	-7.74 
7.9	-0.13	4.01	4.21	122.8	12.37	14.9	11.8	325.46	-7.78 
13.93	5.18	9.31	7.11	113	18.96	13.3	3.5	326.11	-7.79 
13.72	7.77	10.39	4.83	206.5	14.72	11.4	0	326.42	-7.67 
21.53	10.54	15.43	14	27.8	25.94	5.9	0	326.44	-7.39 
24.81	12.57	18.06	18.46	76.4	20.61	4.1	0	326.51	-7.19 
13.95	3.72	8.59	8.13	97.5	11.7	7.3	5.8	326.16	-7.24 
7.87	-0.36	3.51	4.3	96.6	5.41	9.8	12.2	326.59	-7.40 
0.59	-1.79	-1.09	0.01	130.8	0.53	17.4	14.4	326.82	-7.55 
-3.6	-8.3	-6.51	0.47	223.1	0.09	17.9	24.6	327.01	-7.64 
-4.07	-10.4	-7.55	0.86	237.1	0.63	19.1	27.9	326.89	-7.67 
-0.77	-5.76	-3.67	0.92	213.9	1.26	14	20.7	327.01	-7.71 
4.87	-1.12	1.74	2.35	168	5.32	16.2	13.4	326.56	-7.75 
5.65	-1.15	2.21	2.93	112.6	10.67	14.9	13.4	327.38	-7.79 
13.65	5.4	9.34	6.62	97.7	16.54	13.3	3.1	327.23	-7.81 
16.51	9.27	12.24	7.13	94.5	18.29	11.4	0	326.95	-7.68 
20.23	10.7	14.79	11.53	45.2	22.12	5.9	0	327.21	-7.40 
22.96	12.04	17.01	15.18	42.5	20.38	4.1	0	327.4	-7.20 
13.63	5.3	8.91	6.66	62.3	10.4	7.3	3.3	327.71	-7.25 
9.77	0.52	4.45	5.55	34.8	5.81	9.8	10.8	328.07	-7.42 
1.67	-1.86	-0.54	0.64	75.2	0.44	17.4	14.5	328.51	-7.57 
-4.44	-9.93	-7.65	0.6	208.5	0.21	17.9	27.2	328.53	-7.65 
-3.17	-9.31	-6.71	0.94	149.3	0.4	17	26.2	328.62	-7.68 
1.48	-5.51	-1.9	2.03	37.1	2.88	15	20.3	328.83	-7.72 
4.07	-2.49	1.03	2.43	89	6.46	16	15.5	329.03	-7.76 
8.22	-1.42	3.58	5.12	29.5	16.54	12	13.8	329.08	-7.81 
14.31	4	9.17	8.39	56.7	21.29	15	5.3	329.62	-7.82 
17.07	7.96	12	9.08	43.7	21.18	11	0	329.97	-7.69 
23.2	9.76	16.28	17.98	0	28.57	3	0	330.07	-7.42 
22.03	9.74	15.89	15.71	5.6	22.11	3	0	330.47	-7.22 
16.2	7.04	11.55	8.62	88.5	11.51	1	0.6	330.38	-7.26 
8.59	1.43	4.84	3.96	57.3	4.79	7	9.4	330.26	-7.43 
-1.05	-4.05	-3	0.14	379	0.47	21	18	330.15	-7.58 
-0.98	-2.5	-2.42	0	293.2	0.04	22	15.5	329.65	-7.67 
-4.92	-10.94	-8.08	0.67	391.1	0.33	20	28.8	329.48	-7.70 
0.45	-2.73	-1.52	0.36	166.8	0.89	13	15.9	330.07	-7.73 
2.98	-2.59	0.2	1.76	160.5	5.12	4	15.7	330.22	-7.78 
7.61	1.74	4.73	2.94	122.1	9.26	10	8.9	330.24	-7.82 
9.66	2.71	6.11	4.18	91.7	16.65	4	7.4	330.21	-7.83 
17.74	9.16	13.59	9.01	82.2	23.01	6	0	329.96	-7.71 
19.89	11.15	15.32	10.5	48.5	22.7	11	0	330.16	-7.43 
20.46	10.34	15.14	12.28	37.6	20.71	8	0	330.35	-7.23 
18.18	4.96	11.54	13.08	26.7	14.44	15	3.8	330.32	-7.28 
12.08	-0.84	5.94	8.6	5	7.69	7	12.9	330.3	-7.45 
2.01	-0.97	-0.12	0.42	170.4	0.76	19	13.1	330.34	-7.59 
-1.46	-4.24	-3.36	0.02	163.2	0.04	18	18.3	330.44	-7.68 
-3.26	-8.1	-5.97	0.55	245.6	0.52	16	24.3	330.83	-7.71 
-2.3	-8.49	-5.61	1.09	198.2	2.3	8	25	330.82	-7.75 
1.06	-4.01	-1.66	1.23	125.9	4.1	15	17.9	330.53	-7.79 
4.85	-1.34	1.77	2.44	88.5	8.9	24	13.7	330.74	-7.83 
11.61	4	7.66	5.3	65.2	16.81	18	5.3	330.96	-7.85 
14.36	7.67	10.33	5.7	81	18.11	18	0	331.18	-7.72 
22.11	14.17	17.53	11.06	100.3	19.73	20	0	330.91	-7.44 
18	10.43	13.46	8.19	130.9	15.12	6	0	331.09	-7.25 
18.12	5.08	11.32	12.9	2.3	14.44	6	3.6	331.5	-7.30 
7.59	3.24	4.48	2.01	150.7	2.93	6	6.5	331.48	-7.46 
0.9	-4.51	-2.54	1.33	177.6	0.92	9	18.7	331.37	-7.61 
-1.06	-5.22	-3.83	0.58	235.9	0.06	14	19.8	331.58	-7.69 
-1.74	-5.81	-4.36	0.47	159.6	0.36	14	20.7	331.79	-7.73 
-0.48	-5.52	-3.45	0.98	161.7	1.69	16	20.3	332.2	-7.76 
0.94	-5.25	-2.17	1.63	109.5	5.2	15	19.9	331.99	-7.81 
7.33	0.43	4.13	3.43	106.6	9.85	12	10.9	332.22	-7.85 
13.78	4.48	9.24	7.41	105.5	18.43	10	4.6	331.89	-7.86 
14	7.25	10.04	5.6	68	15.92	21	0.2	331.7	-7.73 
20.53	11.44	15.26	11.28	23.4	21.13	4	0	332.08	-7.46 
18.21	11.61	14.03	7.3	131.2	12.89	1	0	331.85	-7.26 
19.13	7.46	12.91	12.65	1.7	13.36	9	0	331.94	-7.31 
10.36	0.24	5.07	6.27	52.5	6.06	11	11.2	331.94	-7.48 
3	-2.55	-0.25	1.76	56.8	1	21	15.6	332.3	-7.62 
-1.74	-5.86	-4.18	0.5	88.9	0.08	19	20.8	332.72	-7.71 
-4.4	-9.72	-7.31	0.56	61.3	0.57	15	26.9	332.69	-7.74 
2.46	-4.05	-0.96	2.06	50.3	2.7	9	18	332.63	-7.78 
2.26	-2.84	-0.3	1.43	106	4.03	21	16.1	333.34	-7.82 
11.77	0.35	6.56	7.66	23.9	16.97	15	11.1	333.37	-7.86 
10.41	4.26	6.96	3.9	144.8	15.82	12	4.9	333.91	-7.88 
19.81	10.68	14.5	10.83	48.8	21.97	14	0	333.71	-7.75 
20.43	11.37	15.25	11.19	54.2	22.41	10	0	334.01	-7.47 
22.52	12.47	16.64	13.83	64.8	18.18	7	0	333.88	-7.28 
12.68	6.68	9.18	4.52	117.6	7.89	8	1.1	334.28	-7.33 
9.01	0.85	4.7	4.66	69.4	5.37	11	10.3	334.44	-7.49 
0.75	-3.97	-2.28	1.04	166.9	0.85	19	17.9	334.56	-7.64 
-2.15	-7	-5.1	0.69	354	0.05	22	22.6	334.53	-7.72 
-2.1	-5.9	-4.51	0.34	138.3	0.2	23	20.9	335.04	-7.68 
0.49	-3.45	-1.94	0.68	94.6	1.09	16	17	334.63	-7.71 
6.22	-1.59	2.14	3.57	75.1	7	15	14.1	334.94	-7.74 
7.53	1.75	4.36	2.86	118.5	8.84	22	8.9	335.09	-7.79 
10.11	4.64	6.75	3.34	164	11.9	18	4.3	335.09	-7.80 
17.51	8.53	12.32	9.24	50	21.61	2	0	335.52	-7.67 
20.62	11.93	15.48	10.94	88.4	21.54	1	0	335.75	-7.41 
18.74	11.28	14.23	8.48	106	14.9	4	0	335.82	-7.23 
14.61	7.74	10.63	5.95	63.3	8.45	9	0	335.5	-7.29 
11.35	-0.34	5.47	7.57	8.5	7.4	12	12.2	335.67	-7.46 
-0.84	-6.53	-4.13	1.15	117.8	1.34	19	21.9	335.97	-7.60 
-5.65	-12.31	-9.25	0.73	128.2	0.09	26	30.9	335.87	-7.70 
-8.38	-18.7	-13.7	0.99	78.5	1	20	41	336.11	-7.76 
-1.89	-6.02	-4.27	0.48	218.4	1.12	15	21.1	336.01	-7.80 
4.94	-3.18	1.23	3.33	90.3	7.07	21	16.6	336.3	-7.84 
7.27	0.77	4.1	3.21	142.8	9.19	15	10.4	336.25	-7.89 
13.1	5.12	9.08	6.17	91.4	18.44	12	3.6	336.06	-7.91 
18.13	8.55	13.13	10.14	38.2	25.05	15	0	336.78	-7.79 
21.98	10.82	16.22	14.56	54	25.36	13	0	336.85	-7.53 
22.21	11.5	16.32	14.31	52.5	18.36	4	0	337.07	-7.34 
19.29	7.08	13.02	13.23	18.2	13.87	13	0.5	337.19	-7.40 
10.72	2.36	6.37	5.43	121	5.41	13	7.9	337.47	-7.56 
0.37	-5.35	-2.97	1.36	67.8	1.05	12	20	337.48	-7.69 
0.33	-2.77	-2.02	0.31	180.6	0.03	15	16	337.83	-7.77 
-4.92	-12.57	-8.93	1.06	174.4	0.98	22	31.4	337.87	-7.82 
0.4	-4.08	-2.04	0.89	84.7	1.29	15	18	337.79	-7.84 
2.19	-3.38	-0.62	1.62	83.3	4.32	17	16.9	338.34	-7.87 
10.46	2.38	6.86	5.16	62.3	11.37	15	7.9	338.22	-7.91 
11.83	6.75	9.07	3.52	184.9	12.49	18	1	338.49	-7.92 
13.81	8.41	10.81	4.38	175.7	15.1	13	0	338.77	-7.79 
20.15	11.39	14.99	10.69	40.1	19.37	8	0	338.56	-7.52 
18.83	8.42	12.7	11.36	74.9	18.67	0	0	338.86	-7.33 
16.04	7.29	11.08	8.2	97.5	10.71	7	0.2	339.32	-7.39 
11.09	1.72	6	6.18	34.6	5.56	9	8.9	339.3	-7.56 
2.57	-1.08	-0.01	0.81	131.3	0.48	21	13.3	339.36	-7.69 
0.33	-2.94	-2.14	0.38	356.2	0.06	17	16.2	339.26	-7.78 
0.33	-1.96	-1.54	0	69.1	0.27	25	14.7	339.34	-7.83 
0.97	-3.98	-1.72	1.16	142.7	1.84	20	17.9	339.94	-7.86 
5.81	-1.77	2.24	3.34	78.9	6.76	21	14.4	339.91	-7.89 
7.46	1.57	4.6	2.91	161.1	8.38	14	9.1	339.94	-7.93 
10.54	6.16	7.77	2.65	114.4	9.27	15	2	340.03	-7.94 
12.83	8.45	10	3.2	158.4	10.89	14	0	340.03	-7.81 
19.15	10.28	14.22	10.15	31.1	22.57	5	0	339.93	-7.54 
23.2	11.49	17.04	16.24	21.4	20.16	6	0	339.94	-7.35 
17.01	5.99	11.41	10.59	60.8	13.3	3	2.2	340.25	-7.40 
7.21	0.95	4.08	3.06	111.6	4.42	8	10.1	340.43	-7.57 
2.97	-1.16	0.39	1.1	142.3	1.09	16	13.4	340.72	-7.70 
-2.46	-5.37	-4.37	0	231.3	0.02	17	20.1	340.85	-7.78 
-4.33	-8.43	-6.6	0.22	238.8	0.29	21	24.9	340.98	-7.83 
-2.16	-7.96	-5.25	0.99	215.8	1.71	16	24.1	341.09	-7.86 
2.67	-1.13	0.45	0.9	159.8	2.69	18	13.4	341.15	-7.89 
5.8	-1.13	2.59	3.03	143.6	9.85	15	13.4	341.24	-7.92 
11.92	3.82	7.74	5.75	52	16.95	14	5.6	341.29	-7.93 
17.22	10.74	13.16	6.72	54.5	15.4	11	0	340.97	-7.80 
19.53	11.08	14.55	9.96	87.1	19.09	2	0	341.14	-7.54 
21.15	11.13	15.74	12.7	41.2	17.61	0	0	341.26	-7.34 
15.66	6.52	10.99	8.3	119.7	11.38	9	1.4	341.23	-7.40 
7.46	2.21	4.64	2.54	132	3.59	8	8.1	341.39	-7.56 
-1.31	-4.08	-3.22	0.03	146.2	0.42	12	18	341.38	-7.70 
-3.25	-6.26	-5.36	0	160.5	0.09	14	21.4	341.56	-7.78 
-0.08	-3.49	-2.32	0.4	160.1	0.21	15	17.1	341.54	-7.84 
1.73	-2.04	-0.47	0.76	150.8	0.89	15	14.8	342.1	-7.87 
4.99	-0.19	2.24	1.97	185.3	4.57	15	11.9	341.85	-7.90 
7.91	-0.54	3.84	4.42	63.7	12.57	20	12.5	342.47	-7.95 
13.35	4.35	8.68	6.99	91.4	18.47	11	4.8	342.62	-7.96 
15.32	9.19	11.68	5.59	141.6	15.77	13	0	342.85	-7.84 
17.72	10.74	13.71	7.45	142.8	16.61	6	0	343.25	-7.58 
22.15	13.02	17.16	12.5	50.3	17.81	5	0	343.52	-7.40 
13.88	4.51	9.13	7.51	50.3	12.16	5	4.5	343.17	-7.46 
9.03	0.92	5.17	4.65	76.1	5.25	13	10.2	343.42	-7.62 
1.46	-0.46	-0.12	0	298.5	0.34	18	12.3	343.47	-7.76 
-7.55	-13.2	-10.34	0.29	167	0.05	20	32.4	343.8	-7.86 
-2.96	-7.14	-5.12	0.38	173.3	0.54	19	22.8	343.95	-7.91 
-0.11	-4.1	-1.81	0.64	81.1	1.57	15	18.1	344.01	-7.95 
3.34	-0.46	1.49	0.99	155.6	3.63	22	12.3	343.78	-7.99 
5.72	0.43	3.42	2.17	146.7	9.73	12	11	343.99	-8.03 
9.93	3.82	6.8	3.72	188.6	12.71	16	5.6	344.2	-8.04 
14	7.47	10.7	5.43	138.3	18.21	11	0	344.35	-7.91 
21.75	10.89	16.24	14.06	6.7	25.81	3	0	344.67	-7.63 
22.23	11.17	16.51	14.67	14.1	19.82	5	0	344.53	-7.44 
13.83	4.78	9.47	7.27	119.2	10.66	8	4.1	344.42	-7.49 
6.61	-0.57	3.15	3.37	90.5	5.14	5	12.5	344.84	-7.64 
0.19	-1.96	-1.26	0	223.9	0.34	17	14.7	345.01	-7.77 
-5.19	-10.31	-7.72	0.41	152.6	0.11	16	27.8	345.23	-7.85 
-5.6	-10.38	-8.2	0.28	19.8	0.62	18	27.9	345.16	-7.89 
-3.67	-11.09	-6.95	1.2	93.9	2.74	15	29	345.29	-7.91 
2.02	-5.53	-1.24	2.35	109	6.9	21	20.3	346.04	-7.94 
8.7	1.36	5.4	4.1	49.8	10.83	17	9.5	345.45	-7.97 
14.04	5.32	9.67	7.14	106.3	18.03	15	3.3	345.61	-7.98 
16.97	8.26	12.51	8.68	110	22.14	6	0	345.75	-7.85 
25.24	11.7	18.45	20.36	19.3	27.72	1	0	345.72	-7.58 
19.43	10.21	14.62	10.67	62.8	17.03	3	0	346.1	-7.38 
12.03	5.12	8.18	4.98	177.7	7.83	4	3.6	346.17	-7.43 
7.43	0.15	3.5	3.67	117.2	4.88	8	11.4	346.19	-7.59 
-5.23	-10.16	-7.94	0.36	191.3	0.91	20	27.6	346.37	-7.72 
-6.8	-13.56	-10.05	0.6	43.4	0.15	18	32.9	346.55	-7.80 
-1.28	-5.81	-3.5	0.7	178.4	0.36	20	20.7	346.45	-7.85 
-0.49	-5.6	-3.21	1.01	245.4	2.05	17	20.4	346.37	-7.87 
6.59	-0.19	3.25	3.17	128.2	6.14	8	11.9	346.54	-7.89 
7.88	0.74	4.38	3.73	91.2	11.4	12	10.5	346.99	-7.92 
13.65	5.28	9.43	6.7	125.6	17.58	16	3.3	347.23	-7.93 
19.76	10.5	14.88	10.93	46.2	23.2	10	0	347.27	-7.79 
18.66	9.06	13.74	10.52	56.1	22.11	4	0	346.98	-7.52 
23.74	11.87	18.17	16.95	17.9	20.12	6	0	347.32	-7.32 
12.23	6.49	8.97	4.16	144.8	9.18	11	1.4	347.99	-7.37 
11.45	0.8	6.04	7.07	52.9	6.82	13	10.4	347.58	-7.54 
0.43	-3.41	-2.07	0.63	234.1	0.76	12	17	347.79	-7.67 
-2.87	-6.93	-5.18	0.35	67.2	0.06	16	22.5	347.81	-7.76 
-3.18	-8.57	-6.15	0.73	93.3	0.53	15	25.1	348.12	-7.82 
1.53	-4.02	-1.48	1.49	57.7	2.09	8	17.9	347.84	-7.87 
4.77	-1.95	1.35	2.67	126.2	6.3	15	14.7	348.13	-7.91 
12.3	2.53	7.71	6.99	77.7	14.8	11	7.6	348.58	-7.96 
14.93	6.85	10.85	7.08	97.7	16.29	13	0.9	348.74	-7.98 
18.8	8.96	13.89	10.83	87.5	23.86	11	0	349.07	-7.87 
20.12	11.43	15.82	10.59	102.9	21.05	3	0	349.07	-7.60 
20.83	8.63	14.66	14.53	36.5	21.04	3	0	349.13	-7.42 
20.29	5.44	13.9	16.16	1.3	15.21	2	3.1	349.55	-7.48 
